ignore,artist_gender,artist,title,year,songwriter_is_artist,id
,m;f,The Chainsmokers ft. Daya,Don't Let Me Down,2016,,166
,m,The Chainsmokers & Coldplay,Something Just Like This,2017,,167
,f,Alessia Cara,Here,2016,1,169
,f,Ciara ft. Missy Elliott,"1, 2 Step",2004,1,173
,m,Maxi Priest,Close To You,1990,,174
,m;f,Missy Elliott ft. Ciara & Fat Man Scoop,Lose Control,2005,1,175
,f,Nicole ft. Missy Elliott & Mocha,Make It Hot,1998,1,176
,f,702,Where My Girls At?,1999,,177
,f,Missy Elliott,Work It,2002,1,178
,m,T.I. ft. Justin Timberlake,Dead And Gone,2009,1,180
,m;f,Ciara ft. Petey Pablo,Goodies,2004,,181
,m,"Nelly ft. Paul Wall, Ali & Gipp",Grillz,2005,1,182
,m;f,T.I. ft. Rihanna,Live Your Life,2008,,183
,m,Justin Timberlake ft. T.I.,My Love,2006,1,185
,m;f,Ciara ft. Ludacris,Oh,2005,,186
,m;f,Destiny's Child ft. T.I. & Lil Wayne,Soldier,2005,1,187
,m,T.I.,What You Know,2006,,189
,m,T.I.,Whatever You Like,2008,,190
,m,The Crests,16 Candles,1959,,192
,m,Skid Row,18 And Life,1989,,194
,f,Spice Girls,2 Become 1,1997,1,196
,f,Ellie Goulding,Lights,2012,1,197
,m,MC Hammer,2 Legit 2 Quit,1992,1,199
,m,MC Hammer,Have You Seen Her,1990,1,200
,m,50 Cent ft. Nate Dogg,21 Questions,2003,,206
,m,50 Cent ft. Justin Timberlake & Timbaland,Ayo Technology,2007,1,207
,m;f,50 Cent ft. Olivia,Candy Shop,2005,,208
,m,"Eminem, Dr. Dre, & 50 Cent",Crack A Bottle,2009,,209
,m,50 Cent,Disco Inferno,2005,,210
,m;f,Jeremih ft. 50 Cent,Down On Me,2011,,211
,m,The Game ft. 50 Cent,Hate It Or Love It,2005,,212
,m,The Game ft. 50 Cent,How We Do,2005,,213
,m,50 Cent,In Da Club,2003,,214
,m,50 Cent,Just A Lil Bit,2005,,215
,m;f,Lil' Kim ft. 50 Cent,Magic Stick,2003,1,216
,m,50 Cent,P.I.M.P.,2003,,217
,m,Young Money ft. Lloyd,BedRock,2010,,219
,m,Bruno Mars,24K Magic,2016,,222
,m,Travie McCoy ft. Bruno Mars,Billionaire,2010,,223
,m,Cee Lo Green,Fuck You!,2011,,224
,m;f,Bruno Mars & Cardi B,Finesse,2018,,225
,m,Bruno Mars,Grenade,2010,,226
,m,Bruno Mars,It Will Rain,2011,,227
,m,Bruno Mars,Just The Way You Are,2010,,228
,m,Bad Meets Evil ft. Bruno Mars,Lighters,2011,,229
,m,Bruno Mars,Locked Out Of Heaven,2012,,230
,m,B.o.B. ft. Bruno Mars,Nothin' On You,2010,,231
,m,Flo Rida,Right Round,2009,,232
,m,Bruno Mars,That's What I Like,2017,,233
,m,Bruno Mars,The Lazy Song,2011,,234
,m,Bruno Mars,Treasure,2013,,235
,m,Mark Ronson ft. Bruno Mars,Uptown Funk!,2014,,236
,m,Bruno Mars,When I Was Your Man,2013,,237
,m,Chicago,25 Or 6 To 4,1970,,259
,m,The KLF,3 A.M. Eternal,1991,,261
,m;f,Madonna ft. Justin Timberlake & Timbaland,4 Minutes,2008,1,265
,f,Madonna,Angel,1985,1,266
,f,Madonna,Causing A Commotion,1987,1,267
,f,Madonna,Cherish,1989,1,268
,f,Madonna,Don't Tell Me,2001,1,269
,f,Madonna,Erotica,1992,1,270
,f,Madonna,Frozen,1998,1,271
,f,Madonna,I'll Remember,1994,1,272
,f,Madonna,Justify My Love,1990,1,273
,f,Madonna,Like A Prayer,1989,1,274
,f,Madonna,Live To Tell,1986,1,275
,f,Madonna,Lucky Star,1984,1,276
,f,Madonna,Music,2000,1,277
,f,Madonna,Papa Don't Preach,1986,1,278
,f,Madonna,Ray Of Light,1998,1,279
,f,Madonna,Secret,1994,1,280
,f,Madonna,Take A Bow,1995,1,281
,f,Madonna,This Used To Be My Playground,1992,1,282
,f,Madonna,Vogue,1990,1,283
,f,Madonna,Who's That Girl,1987,1,284
,m,Timbaland ft. OneRepublic,Apologize,2007,,286
,m,Justin Timberlake,Cry Me A River,2003,1,289
,m;f,Timbaland ft. Nelly Furtado & Justin Timberlake,Give It To Me,2007,1,292
,m,Justin Timberlake,Mirrors,2013,1,294
,m;f,Nelly Furtado ft. Timbaland,Promiscuous,2006,1,296
,f,Nelly Furtado,Say It Right,2007,1,297
,m,Justin Timberlake,SexyBack,2006,1,298
,m;f,Timbaland ft. Keri Hilson,The Way I Are,2007,1,300
,f,Aaliyah,Try Again,2000,,301
,m,Justin Timberlake,What Goes Around...Comes Around,2007,1,302
,f,Britney Spears,Gimme More,2007,,306
,m,*NSYNC ft. Nelly,Girlfriend,2002,,320
,m,Justin Timberlake,Rock Your Body,2003,1,325
,m,Boyz II Men,4 Seasons Of Loneliness,1997,,329
,f,Janet Jackson,Again,1993,1,330
,f,Janet,All For You,2001,1,331
,f,Janet Jackson,Alright,1990,1,332
,f,Mariah Carey,Always Be My Baby,1996,1,333
,f,Janet Jackson,"Any Time, Any Place",1994,1,334
,f,Janet Jackson,Come Back To Me,1990,1,335
,f,Janet Jackson,Control,1987,1,336
,m,Herb Alpert,Diamonds,1987,,337
,f,Janet,Doesn't Really Matter,2000,1,338
,f,Janet Jackson,Escapade,1990,1,339
,m;f,The Human League,Human,1986,,340
,m,Robert Palmer,I Didn't Mean To Turn You On,1986,,341
,m;f,Janet Jackson ft. BLACKstreet,I Get Lonely,1998,1,342
,f,Janet Jackson,If,1993,1,343
,f,Janet Jackson,Let's Wait Awhile,1987,1,344
,f,Janet Jackson,Love Will Never Do (Without You),1991,,345
,f,Janet Jackson,Miss You Much,1989,,346
,f,Janet Jackson,Nasty,1986,1,347
,m,Boyz II Men,On Bended Knee,1994,,348
,f,Janet Jackson,Rhythm Nation,1989,1,349
,f,Karyn White,Romantic,1991,1,350
,m,Johnny Gill,Rub You The Right Way,1990,,351
,f,Janet Jackson,Runaway,1995,1,352
,m;f,Michael Jackson & Janet Jackson,Scream,1995,1,353
,m,Ralph Tresvant,Sensitivity,1991,,354
,f,Janet,Someone To Call My Lover,2001,1,355
,m;f,Mariah Carey ft. Joe & 98 Degrees,Thank God I Found You,2000,1,356
,f,Janet Jackson,That's The Way Love Goes,1993,1,357
,f,Janet,Together Again,1997,1,358
,f,Janet Jackson,What Have You Done For Me Lately,1986,1,359
,f,Janet Jackson,When I Think Of You,1986,1,360
,m,Fetty Wap ft. Remy Boyz,679,2015,,393
,m,Fetty Wap,Trap Queen,2015,,394
,m,Lukas Graham,7 Years,2016,,398
,f,Nena,99 Luftballons,1984,,402
,m,Jimmy Charles & the Revelletts,A Million To One,1960,,404
,f,Kelly Clarkson,A Moment Like This,2002,,405
,f,Kelly Clarkson,Stronger (What Doesn't Kill You),2012,,406
,m,Dion & the Belmonts,A Teenager In Love,1959,,408
,m,Jimmy Clanton,"Go, Jimmy, Go",1960,,409
,m,The Drifters,Save The Last Dance For Me,1960,,410
,f,Vanessa Carlton,A Thousand Miles,2002,1,414
,m;f,Kathy Young With The Innocents,A Thousand Stars,1960,,415
,m,Duran Duran,A View To A Kill,1985,1,416
,m,Eddie Money,Take Me Home Tonight,1986,,417
,m,"Ray Parker, Jr. & Raydio",A Woman Needs Love (Just Like You Do),1981,,418
,m,"Ray Parker, Jr.",Ghostbusters,1984,,419
,m,Billy Ray Cyrus,Achy Breaky Heart,1992,,420
,m,Robert Palmer,Addicted To Love,1986,1,421
,m,Robert Palmer,Simply Irresistible,1988,1,422
,f,The Pussycat Dolls,Stickwitu,2005,,423
,f,Sarah McLachlan,Adia,1998,1,424
,f,Sarah McLachlan,Angel,1999,1,425
,f,Janet Jackson,Black Cat,1990,1,432
,m,Lenny Kravitz,Again,2001,1,449
,m,Lenny Kravitz,It Ain't Over 'til It's Over,1991,1,450
,m,"Nelly ft. Kyjuan, Ali & Murphy Lee",Air Force Ones,2002,1,452
,m;f,Nelly ft. Kelly Rowland,Dilemma,2002,,453
,m,Nelly,Hot In Herre,2002,,455
,m,Nelly,Just A Dream,2010,,456
,m,Nelly ft. Jaheim,My Place,2004,,457
,m,Nelly ft. Tim McGraw,Over And Over,2004,,458
,m,Nelly ft. City Spud,Ride Wit Me,2001,,459
,m,"Nelly, P. Diddy & Murphy Lee",Shake Ya Tailfeather,2003,1,460
,m,Jagged Edge With Nelly,Where The Party At,2001,,461
,m;f,B.o.B. ft. Hayley Williams,Airplanes,2010,,467
,m;f,Dr. Dre ft. Eminem & Skylar Grey,I Need A Doctor,2011,1,468
,m;f,Eminem ft. Rihanna,Love The Way You Lie,2010,,469
,m,Imagine Dragons,Radioactive,2013,,470
,m,Imagine Dragons,Thunder,2017,,471
,m,Wiz Khalifa ft. Charlie Puth,See You Again,2015,,474
,m,Enrique Iglesias ft. Ludacris & DJ Frank E,Tonight (I'm Lovin' You),2011,,475
,m,Flo Rida,Whistle,2012,,476
,f,Lady Gaga,Alejandro,2010,1,481
,f,Lady Gaga,Applause,2013,1,482
,f,Lady Gaga,Bad Romance,2009,1,483
,f,Lady Gaga,Born This Way,2011,1,484
,m;f,Lady Gaga ft. Colby O'Donis,Just Dance,2008,1,485
,f,Lady Gaga,LoveGame,2009,1,486
,f,Lady Gaga,Million Reasons,2017,1,487
,f,Lady Gaga,Poker Face,2009,1,488
,f,Lady Gaga ft. Beyoncé,Telephone,2010,1,489
,f,Lady Gaga,The Edge Of Glory,2011,1,490
,m,Sean Kingston,Fire Burning,2009,,493
,m,Enrique Iglesias ft. Pitbull,I Like It,2010,,494
,m;f,Jennifer Lopez ft. Pitbull,On The Floor,2011,,497
,f,Nicki Minaj,Starships,2012,1,499
,f,Meghan Trainor,All About That Bass,2014,1,500
,f,Meghan Trainor,Lips Are Movin,2014,1,501
,f,Meghan Trainor,No,2016,1,502
,f,Lisa Stansfield,All Around The World,1990,1,505
,m,Puff Daddy & the Family ft. The Notorious B.I.G. & Mase,Been Around The World,1997,,506
,f,Celine Dion,All By Myself,1997,,511
,m;f,Allure ft. 112,All Cried Out,1997,,513
,m,Backstreet Boys,All I Have To Give,1999,,514
,m;f,The Black Eyed Peas,Don't Phunk With My Heart,2005,,515
,m;f,Lisa Lisa & Cult Jam,Head To Toe,1987,,516
,m;f,Lisa Lisa & Cult Jam,Lost In Emotion,1987,,517
,m;f,Nina Sky ft. Jabba,Move Ya Body,2004,1,518
,m;f,Jennifer Lopez ft. LL Cool J,All I Have,2003,1,522
,f,Rihanna,Rude Boy,2010,1,525
,m,Jack Wagner,All I Need,1985,,530
,f,Wilson Phillips,Hold On,1990,1,531
,f,Alanis Morissette,Ironic,1996,1,532
,m,Michael Jackson,Man In The Mirror,1988,,533
,f,Wilson Phillips,You're In Love,1991,1,534
,f,Wilson Phillips,Impulsive,1990,,536
,f,Sheryl Crow,All I Wanna Do,1994,1,538
,m,Michael Jackson,Black Or White,1991,,539
,f,Sheryl Crow,Strong Enough,1995,1,540
,m,K-Ci & JoJo,All My Life,1998,,548
,m,K-Ci & JoJo,Tell Me It's Real,1999,,549
,m,Lionel Richie,All Night Long,1983,1,553
,m;f,Luther Vandross & Mariah Carey,Endless Love,1994,,554
,m;f,"Cam'Ron ft. Juelz Santana, Freekey Zekey & Toya",Hey Ma,2002,,555
,m;f,Fabolous ft. Tamia Or Ashanti,Into You,2003,1,557
,m,Lionel Richie,"Say You, Say Me",1985,1,558
,m,Lionel Richie,Stuck On You,1984,1,559
,m;f,USA For Africa,We Are The World,1985,,560
,m;f;nb,Artists For Haiti,We Are The World 25: For Haiti,2010,,561
,m,John Legend,All Of Me,2014,,562
,f,Fergie,Big Girls Don't Cry,2007,1,563
,f,Beyoncé,If I Were A Boy,2008,,564
,m,Milli Vanilli,All Or Nothing,1990,,566
,m,Milli Vanilli,Baby Don't Forget My Number,1989,,567
,m,Milli Vanilli,Girl I'm Gonna Miss You,1989,,568
,m,O-Town,All Or Nothing,2001,,572
,m,One Direction,Best Song Ever,2013,,573
,m,Ruben Studdard,Flying Without Wings,2003,,574
,m,The Wanted,Glad You Came,2012,,575
,m,Ed Sheeran,Shape Of You,2017,,580
,m,Smash Mouth,All Star,1999,,581
,m;f,Ace Of Base,All That She Wants,1993,1,582
,m;f,Ace Of Base,The Sign,1994,,583
,f,Whitney Houston,All The Man That I Need,1991,,587
,m,Kenny Loggins,Footloose,1984,,588
,m,Eric Carmen,Make Me Lose Control,1988,,589
,f,Cyndi Lauper,All Through The Night,1984,,591
,m,The Hollywood Argyles,Alley-Oop,1960,,592
,m;f,Heart,Alone,1987,,593
,f,The Bangles,Eternal Flame,1989,1,594
,f,The Bangles,In Your Room,1989,1,595
,f,Madonna,Like A Virgin,1984,,596
,f,Whitney Houston,So Emotional,1987,,597
,f,JoJo,Too Little Too Late,2006,,598
,f,Cyndi Lauper,True Colors,1986,,599
,m,Usher,Burn,2004,,606
,m,Usher,Confessions Part II,2004,,607
,m;f,LL Cool J ft. Jennifer Lopez,Control Myself,2006,1,608
,f,Mariah Carey,Don't Forget About Us,2005,1,609
,m,Kriss Kross,Jump,1992,,611
,f,Xscape,Just Kickin' It,1993,,612
,m,Bow Wow ft. Omarion,Let Me Hold You,2005,,613
,m;f,Bow Wow ft. Ciara,Like You,2005,,614
,m;f,Usher & Alicia Keys,My Boo,2004,1,615
,m,Usher,My Way,1998,,616
,m,Usher,Nice & Slow,1998,,617
,f,Mariah Carey,Shake It Off,2005,1,618
,f,Monica,The First Night,1998,,619
,m,Usher,U Got It Bad,2001,,620
,f,Mariah Carey,We Belong Together,2005,1,621
,m,Usher,You Make Me Wanna...,1997,,623
,f,Mariah Carey,Can't Let Go,1992,1,625
,f,Mariah Carey,Dreamlover,1993,1,627
,f,Mariah Carey,Emotions,1991,1,628
,f,Mariah Carey,Fantasy,1995,1,629
,f,Mariah Carey,Hero,1993,1,631
,f,Mariah Carey,Honey,1997,1,632
,f,Mariah Carey,I Don't Wanna Cry,1991,1,633
,f,Mariah Carey,Love Takes Time,1990,1,634
,m;f,Mariah Carey ft. Cameo,Loverboy,2001,1,635
,f,Mariah Carey,Make It Happen,1992,1,636
,f,Mariah Carey,My All,1998,1,637
,m;f,Mariah Carey & Boyz II Men,One Sweet Day,1995,1,638
,f,Mariah Carey,Someday,1991,1,640
,f,Mariah Carey,Touch My Body,2008,1,642
,f,Mariah Carey,Vision Of Love,1990,1,643
,f,Mariah Carey,Without You,1994,1,645
,m;f,Atlantic Starr,Always,1987,,653
,m;f,Atlantic Starr,Secret Lovers,1986,,654
,m,Bon Jovi,Always,1994,,656
,m,Bon Jovi,Bad Medicine,1988,,657
,m,Jon Bon Jovi,Blaze Of Glory,1990,1,658
,m,Bon Jovi,Born To Be My Baby,1989,,659
,m,Bon Jovi,I'll Be There For You,1989,,660
,m,Bon Jovi,Livin' On A Prayer,1987,,661
,m,Bon Jovi,You Give Love A Bad Name,1986,,662
,m,Pet Shop Boys,Always On My Mind,1988,,663
,f,The Bangles,Manic Monday,1986,,664
,m,Nico & Vinz,Am I Wrong,2014,,667
,m,Boston,Amanda,1986,,669
,m,Lonestar,Amazed,2000,,670
,f,Nicki Minaj,Anaconda,2014,1,673
,m,Sir Mix-A-Lot,Baby Got Back,1992,,674
,f,Nicki Minaj,Super Bass,2011,1,681
,m;f,David Guetta ft. Nicki Minaj,Turn Me On,2012,1,682
,m;f,The Pussycat Dolls ft. Snoop Dogg,Buttons,2006,1,684
,m;f,Fergie ft. Ludacris,Glamorous,2007,1,685
,f,Fergie,London Bridge,2006,1,686
,m;f,Ludacris ft. Mary J. Blige,Runaway Love,2007,,687
,m,Aerosmith,Angel,1988,,691
,m,Michael Bolton,How Can We Be Lovers,1990,1,694
,m,Ricky Martin,Livin' La Vida Loca,1999,,695
,m,Sisqo,Thong Song,2000,,697
,m,Shaggy ft. Rayvon,Angel,2001,,702
,f,Monica,Angel Of Mine,1999,,706
,m,Richard Marx,Angelia,1989,1,709
,m,Richard Marx,Don't Mean Nothing,1987,1,710
,m,Richard Marx,Endless Summer Nights,1988,1,711
,m,Richard Marx,Hold On To The Nights,1988,1,712
,m,Richard Marx,Right Here Waiting,1989,1,713
,m,Richard Marx,Satisfied,1989,1,714
,m,Richard Marx,Should've Known Better,1987,1,715
,m,*NSYNC,This I Promise You,2000,,716
,f,Iggy Azalea ft. Rita Ora,Black Widow,2014,1,718
,f,Britney Spears,Circus,2008,,720
,m;f,Major Lazer ft. Justin Bieber & MO,Cold Water,2016,1,721
,f,Rihanna,Diamonds,2012,,722
,f,Ke$ha,Die Young,2012,1,723
,m,Justin Bieber,Love Yourself,2015,,725
,f,Selena Gomez,Same Old Love,2016,,728
,m,Gym Class Heroes ft. Adam Levine,Stereo Hearts,2011,,729
,f,Ke$ha,TiK ToK,2009,1,731
,f,Ke$ha,We R Who We R,2010,1,732
,m,Maroon 5,Makes Me Wonder,2007,,734
,m,Maroon 5,She Will Be Loved,2004,,738
,m,Maroon 5,Sugar,2015,,740
,m,Maroon 5,This Love,2004,,741
,m,Phil Collins,Another Day In Paradise,1989,,742
,m,Phil Collins,Do You Remember?,1990,,743
,m,Phil Collins,Don't Lose My Number,1985,,744
,m,Phil Collins,I Wish It Would Rain Down,1990,,745
,m,Genesis,In Too Deep,1987,,746
,m,Genesis,Invisible Touch,1986,,747
,m,Genesis,Land Of Confusion,1987,,748
,m,Phil Collins,One More Night,1985,,749
,m,Phil Collins,Something Happened On The Way To Heaven,1990,,750
,m,Phil Collins,Sussudio,1985,,751
,m,Genesis,Throwing It All Away,1986,,752
,m,Phil Collins,Two Hearts,1989,,753
,f,Leona Lewis,Bleeding Love,2008,,755
,m,OneRepublic,Counting Stars,2013,,756
,f,Beyoncé,Halo,2009,1,757
,m;f,Selena Gomez ft. A$AP Rocky,Good For You,2015,1,762
,m,DJ Snake & Lil Jon,Turn Down For What,2014,,764
,m,Elvis Presley,Are You Lonesome To-night?,1960,,766
,m,Billy Vera & the Beaters,At This Moment,1987,,768
,m,Charlie Puth,Attention,2017,,769
,m,Jason Derulo ft. Snoop Dogg,Wiggle,2014,,773
,f,The Pointer Sisters,Automatic,1984,,776
,m,Harold Faltermeyer,Axel F,1985,1,778
,m,Bob Seger,Shakedown,1987,,779
,m,Glenn Frey,The Heat Is On,1985,,780
,f,Amy Grant,Baby Baby,1991,1,781
,f,Amy Grant,Every Heartbeat,1991,1,782
,f,Beyoncé & Shakira,Beautiful Liar,2007,1,785
,f,Destiny's Child,"Bills, Bills, Bills",1999,1,786
,f,Destiny's Child,Bootylicious,2001,1,787
,m;f,Beyoncé ft. Slim Thug,Check On It,2006,1,788
,f,Destiny's Child,Independent Women,2000,1,794
,f,Beyoncé,Irreplaceable,2006,1,795
,f,Destiny's Child,"Jumpin', Jumpin'",2000,1,796
,f,Beyoncé,"Me, Myself And I",2004,1,798
,m;f,J Balvin & Willy William ft. Beyonce,Mi Gente,2017,1,799
,f,Beyoncé,Naughty Girl,2004,1,800
,f,Beyoncé,Single Ladies (Put A Ring On It),2008,1,801
,f,Destiny's Child,Survivor,2001,1,803
,m;f,Terror Squad,Lean Back,2004,,809
,f,Eve ft. Gwen Stefani,Let Me Blow Ya Mind,2001,1,810
,m,Mario,Let Me Love You,2004,,811
,m,Chris Brown,Run It!,2005,,814
,f,Brandy,Baby,1995,,818
,m,Justin Bieber ft. Ludacris,Baby,2010,,821
,m,Justin Bieber,Boyfriend,2012,,823
,m,Luis Fonsi & Daddy Yankee ft. Justin Bieber,Despacito,2017,,825
,m,"DJ Khaled ft. Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",I'm The One,2017,,826
,m,DJ Snake ft. Justin Bieber,Let Me Love You,2016,,827
,m,Justin Bieber,Sorry,2015,,829
,m,Justin Bieber,What Do You Mean?,2015,,830
,m,J. Holiday,Bed,2007,,832
,m,Jamie Foxx ft. T-Pain,Blame It,2009,1,833
,m,Taio Cruz ft. Ludacris,Break Your Heart,2010,1,840
,m,Chingy ft. Ludacris & Snoop Dogg,Holidae In,2003,,842
,m,Lil Jon & the East Side Boyz ft. Usher & Ludacris,Lovers And Friends,2005,,843
,m;f,Ludacris ft. Pharrell,Money Maker,2006,,844
,m,Usher ft. Lil Jon & Ludacris,Yeah!,2004,,849
,f,Mya,Case Of The Ex (Whatcha Gonna Do),2000,,851
,m;f,JT Money ft. Sole,Who Dat,1999,1,855
,f,Christina Milian,Dip It Low,2004,1,857
,m;f,Will To Power,"Baby, I Love Your Way/Freebird Medley",1988,,858
,f,Aaliyah,Back & Forth,1994,,861
,m,R. Kelly,Bump N' Grind,1994,,862
,m,B2K ft. P. Diddy,"Bump, Bump, Bump",2003,,863
,m,R. Kelly ft. Ronald Isley,Down Low (Nobody Has To Know),1996,,864
