ignore,artist_gender,artist,title,year,songwriter_is_artist,id
,m,Maxwell,Fortunate,1999,,865
,m,Cassidy ft. R. Kelly,Hotel,2004,,866
,m,R. Kelly,I Believe I Can Fly,1996,,867
,m,R. Kelly,I Can't Sleep Baby (If I),1996,,868
,m;f,R. Kelly & Céline Dion,I'm Your Angel,1998,,869
,m,R. Kelly,Ignition,2003,,870
,m;f,The Jets,Make It Real,1988,,871
,m,Puff Daddy ft. R. Kelly,Satisfy You,1999,,872
,f,Changing Faces,Stroke You Up,1994,,873
,m;f,Ja Rule ft. R. Kelly & Ashanti,Wonderful,2004,,874
,m,Michael Jackson,You Are Not Alone,1995,,875
,m,R. Kelly,You Remind Me Of Something,1995,,876
,m,Brian McKnight,Back At One,1999,1,877
,m;nb,Migos ft. Lil Uzi Vert,Bad And Boujee,2017,,878
,m,Future,Mask Off,2017,,879
,nb,Halsey,Bad At Love,2018,1,884
,m,Imagine Dragons,Believer,2017,,885
,m,Jason Derulo ft. 2 Chainz,Talk Dirty,2014,,892
,m,Kendrick Lamar,DNA.,2017,,896
,m,Kendrick Lamar,Humble.,2017,,897
,m,Michael Jackson,Bad,1987,,898
,m,Michael Jackson,Billie Jean,1983,,899
,m,Michael Jackson,Dirty Diana,1988,,901
,f,Rihanna,Don't Stop The Music,2008,,902
,m;f,Michael Jackson & Siedah Garrett,I Just Can't Stop Loving You,1987,,903
,m,Michael Jackson,Remember The Time,1992,,904
,m,The Jacksons,State of Shock,1984,,906
,m,Michael Jackson,The Way You Make Me Feel,1988,,907
,m,Daniel Powter,Bad Day,2006,1,910
,m,Creedence Clearwater Revival,Bad Moon Rising,1969,,916
,m;f,Machine Gun Kelly x Camila Cabello,Bad Things,2017,1,917
,m;f,Camila Cabello ft. Young Thug,Havana,2017,1,918
,m,Enrique Iglesias,Bailamos,1999,,924
,m,Enrique Iglesias,Be With You,2000,,925
,f,Cher,Believe,1999,,926
,m,Enrique Iglesias,Hero,2001,,927
,m,Bo Bice,Inside Your Heaven,2005,,936
,f,Carrie Underwood,Inside Your Heaven,2005,,937
,m,One Direction,Live While We're Young,2012,,938
,m,One Direction,What Makes You Beautiful,2012,,943
,m,T-Pain ft. Akon,Bartender,2007,,945
,m,T-Pain ft. Yung Joc,Buy U A Drank (Shawty Snappin'),2007,,947
,m,T-Pain ft. Mike Jones,I'm N Luv (Wit A Stripper),2006,,948
,m,Chris Brown ft. T-Pain,Kiss Kiss,2007,,949
,m,Flo Rida ft. T-Pain,Low,2007,,950
,m,Kardinal Offishall ft. Akon,Dangerous,2008,,952
,m,Akon,Don't Matter,2007,,953
,m,Akon ft. Snoop Dogg,I Wanna Love You,2006,,954
,m,Akon,Lonely,2005,,956
,m,David Guetta ft. Akon,Sexy Chick,2010,1,957
,m,Akon ft. Eminem,Smack That,2006,,958
,m,Young Jeezy ft. Akon,Soul Survivor,2005,,959
,m;f,Gwen Stefani ft. Akon,The Sweet Escape,2007,1,960
,f,Mary J. Blige,Be Without You,2006,1,965
,f,Mary J. Blige,Family Affair,2001,1,975
,f,Aaliyah,Miss You,2003,,979
,m,Chris Brown,With You,2008,,982
,f,Christina Aguilera,Beautiful,2003,,983
,f,P!nk,Get The Party Started,2001,,984
,m,Sean Kingston,Beautiful Girls,2007,,985
,m,The Coasters,Charlie Brown,1959,,986
,m,Wilbert Harrison,Kansas City,1959,,987
,m,Ben E. King,Stand By Me,1961,,988
,m,Iyaz,Replay,2009,,995
,m,Jason Derulo,Whatcha Say,2009,,996
,m,Jason Derulo,In My Head,2010,,998
,f,Rihanna,SOS,2006,,1000
,m,Ne-Yo,Because Of You,2007,,1005
,m,Wiz Khalifa,Black And Yellow,2011,,1006
,f,Katy Perry,Firework,2010,1,1010
,f,Rihanna,Only Girl (In The World),2010,,1012
,m,Ne-Yo,So Sick,2006,,1015
,f,Rihanna,Take A Bow,2008,,1016
,nb,Sam Smith,Too Good At Goodbyes,2017,1,1017
,m;f,Rihanna ft. Drake,What's My Name?,2010,,1018
,m,James Blunt,You're Beautiful,2006,1,1037
,m,Stevie B,Because I Love You (The Postman Song),1990,,1041
,m,98 Degrees,Because Of You,1998,,1042
,m,98 Degrees,Give Me Just One Night (Una Noche),2000,,1043
,f,Samantha Mumba,Gotta Tell You,2000,1,1044
,m;f,"Pitbull ft. Ne-Yo, Afrojack, & Nayer",Give Me Everything,2011,,1050
,f,Celine Dion,Because You Loved Me,1996,,1056
,m,Milli Vanilli,Blame It On The Rain,1989,,1057
,m;f,Ace Of Base,Don't Turn Around,1994,,1058
,f,Monica,For You I Will,1997,,1059
,f,Brandy,Have You Ever?,1999,,1060
,f,LeAnn Rimes,How Do I Live,1997,,1062
,m,Chicago,I Don't Wanna Live Without Your Love,1988,,1063
,m,Aerosmith,I Don't Want To Miss A Thing,1998,,1064
,f,Belinda Carlisle,I Get Weak,1988,,1065
,f,Christina Aguilera,I Turn To You,2000,,1066
,f,Taylor Dayne,I'll Be Your Shelter,1990,,1067
,f,Cher,If I Could Turn Back Time,1989,,1068
,f,Celine Dion,If You Asked Me To,1992,,1069
,m,Chicago,Look Away,1988,,1070
,f,Taylor Dayne,Love Will Lead You Back,1990,,1071
,m;f,*NSYNC & Gloria Estefan,Music Of My Heart,1999,,1072
,m;f,Starship,Nothing's Gonna Stop Us Now,1987,,1073
,m;f,Debarge,Rhythm Of The Night,1985,,1074
,f,Toni Braxton,Un-Break My Heart,1996,,1075
,m,Bad English,When I See You Smile,1989,,1076
,m,Drake,Best I Ever Had,2009,,1079
,m,Jay Sean ft. Lil Wayne,Down,2009,,1080
,m,Lil Wayne,How To Love,2011,,1082
,m,Kevin Rudolf ft. Lil Wayne,Let It Rock,2008,1,1084
,m,Lil Wayne ft. Static Major,Lollipop,2008,,1085
,m,Lil Wayne ft. Drake,She Will,2011,,1086
,m,Drake,God's Plan,2018,,1092
,m,Drake ft. Majid Jordan,"Hold On, We're Going Home",2013,,1093
,m,Drake,Hotline Bling,2015,,1094
,m;f,Drake ft. WizKid & Kyla,One Dance,2016,1,1095
,m;f,Rihanna ft. Drake,Work,2016,1,1098
,m,David Bowie,Fame,1975,1,1117
,m,Vanilla Ice,Ice Ice Baby,1990,,1118
,m,David Bowie,Let's Dance,1983,1,1119
,m,The Notorious B.I.G.,Hypnotize,1997,,1121
,m,The Notorious B.I.G. ft. Puff Daddy & Mase,Mo Money Mo Problems,1997,,1122
,m,The Notorious B.I.G.,One More Chance/Stay With Me,1995,,1123
,m,Puff Daddy ft. Mase,Can't Nobody Hold Me Down,1997,,1125
,m,Puff Daddy ft. Jimmy Page,Come With Me,1998,,1126
,m,P. Diddy ft. Usher & Loon,I Need A Girl (Part One),2002,,1129
,m;f,"P. Diddy & Ginuwine ft. Loon, Mario Winans, & Tammy Ruggeri",I Need A Girl (Part Two),2002,1,1130
,m,112,Peaches & Cream,2001,,1132
,m,matchbox twenty,Bent,2000,,1154
,m,matchbox twenty,If You're Gone,2001,,1155
,m,Santana ft. Rob Thomas,Smooth,1999,1,1156
,m,matchbox twenty,Unwell,2003,,1157
,m,Eminem,Berzerk,2013,,1158
,m,Next,Too Close,1998,,1159
,m,Eminem,Cleanin' Out My Closet,2002,,1161
,m,Eminem,Lose Yourself,2002,,1165
,m,Eminem,Not Afraid,2010,,1167
,m;f,Eminem ft. Rihanna,The Monster,2013,1,1169
,m,Eminem,The Real Slim Shady,2000,,1170
,m,Eminem,Without Me,2002,,1171
,m;f,G-Eazy ft. A$AP Rocky & Cardi B,No Limit,2018,1,1183
,m,One Direction,Drag Me Down,2015,,1189
,f,Tina Turner,Better Be Good To Me,1984,,1195
,m;f,Heart,Never,1985,1,1196
,m;f,Fleetwood Mac,Big Love,1987,,1199
,m,The Everly Brothers,Bird Dog,1958,,1213
,m;f,Jeremih,Birthday Sex,2009,,1214
,f,Meredith Brooks,Bitch,1997,1,1220
,m,Rae Sremmurd ft. Gucci Mane,Black Beatles,2016,,1225
,m,French Montana ft. Swae Lee,Unforgettable,2017,,1228
,nb,Miley Cyrus,We Can't Stop,2013,1,1229
,f,Iggy Azalea ft. Charli XCX,Fancy,2014,1,1251
,m,Zay Hilfigerrr & Zayion McCall,Juju On That Beat,2016,,1254
,f,P!nk,Blow Me (One Last Kiss),2012,1,1262
,f,Adele,Hello,2015,1,1264
,m;f,P!nk ft. Nate Reuss,Just Give Me A Reason,2013,1,1268
,m,Robin Thicke ft. T.I. & Pharrell Williiams,Blurred Lines,2013,1,1271
,m,Snoop Dogg ft. Pharrell,Drop It Like It's Hot,2004,,1272
,m,Daft Punk ft. Pharrell Williams,Get Lucky,2013,,1274
,m,Pharrell Williams,Happy,2014,,1276
,f,Gwen Stefani,Hollaback Girl,2005,1,1278
,m,LL Cool J,Luv U Better,2002,,1280
,f,Kelis,Milkshake,2003,,1281
,m,Usher,U Don't Have To Call,2002,,1284
,m,Puddle Of Mudd,Blurry,2002,,1286
,f,Cardi B,Bodak Yellow (Money Moves),2017,1,1288
,m;f,The Black Eyed Peas,Boom Boom Pow,2009,1,1294
,f,Fergie,Clumsy,2007,1,1295
,f,Fergie,Fergalicious,2006,1,1297
,m;f,The Black Eyed Peas,I Gotta Feeling,2009,1,1299
,m;f,The Black Eyed Peas,Imma Be,2010,1,1300
,m;f,The Black Eyed Peas,Just Can't Get Enough,2011,1,1301
,m;f,The Black Eyed Peas,My Humps,2005,,1302
,m,Usher ft. will.i.am,OMG,2010,,1303
,m;f,will.i.am & Britney Spears,Scream & Shout,2013,,1304
,m;f,The Black Eyed Peas,The Time (Dirty Bit),2010,,1305
,m,Mike Posner,I Took A Pill In Ibiza,2016,,1317
,m,Matthew Wilder,Break My Stride,1984,,1322
,m,David Guetta ft. Usher,Without You,2011,1,1328
,f,Adele,Set Fire To The Rain,2012,1,1330
,m;f,"Zac Efron, Andrew Seeley, & Vanessa Anne Hudgens",Breaking Free,2006,,1331
,f,Toni Braxton,Breathe Again,1994,,1332
,f,TLC,Diggin' On You,1995,,1333
,m,Boyz II Men,End Of The Road,1992,,1334
,m,Bobby Brown,Every Little Step,1989,,1335
,f,Whitney Houston,Exhale,1995,,1336
,f,Pebbles,Girlfriend,1988,,1337
,f,Pebbles,Giving You The Benefit,1990,,1338
,m,Bobby Brown,Humpin' Around,1992,1,1339
,m,Boyz II Men,I'll Make Love To You,1994,,1341
,f,Whitney Houston,I'm Your Baby Tonight,1990,,1342
,f,P!nk,Most Girls,2000,,1343
,f,Mary J. Blige,Not Gon' Cry,1996,,1344
,m,Bobby Brown,On Our Own,1989,,1345
,f,TLC,Red Light Special,1995,,1346
,m,Bobby Brown,Roni,1989,,1347
,f,Brandy,Sittin' Up In My Room,1996,,1348
,f,Sheena Easton,The Lover In Me,1989,,1350
,m,Boyz II Men,Water Runs Dry,1995,,1351
,m,Babyface,When Can I See You,1994,,1353
,f,Toni Braxton,You're Makin' Me High/Let It Flow,1996,,1355
,f,Faith Hill,Breathe,2000,,1356
,m,Bruce Springsteen,Brilliant Disguise,1987,1,1358
,m,Bruce Springsteen,Dancing In The Dark,1984,1,1359
,m,Bruce Springsteen,Glory Days,1985,1,1360
,m,Bruce Springsteen,Hungry Heart,1980,1,1361
,f,Natalie Cole,Pink Cadillac,1988,,1362
,f,Blaque,Bring It All To Me,2000,,1363
,m;f,Evanescence ft. Paul McCoy,Bring Me To Life,2003,1,1370
,m,David Archuleta,Crush,2008,,1371
,m,D.R.A.M. ft. Lil Yachty,Broccoli,2016,,1374
,m,KYLE ft. Lil Yachty,iSpy,2017,,1375
,m,Mr. Mister,Broken Wings,1985,,1377
,m,Mr. Mister,Kyrie,1986,,1379
,f,Colbie Caillat,Bubbly,2007,1,1384
,f,Neneh Cherry,Buffalo Stance,1989,1,1386
,m;f,Aretha Franklin & George Michael,I Knew You Were Waiting (For Me),1987,,1387
,m,Usher ft. Young Jeezy,Love In This Club,2008,1,1395
,m,Jack Scott,Burning Bridges,1960,,1403
,m,Survivor,Burning Heart,1986,,1404
,m,Survivor,The Search Is Over,1985,,1405
,m,Crazy Town,Butterfly,2001,,1408
,m,Red Hot Chili Peppers,Under The Bridge,1992,,1409
,m,Dr. Dre,Nuthin' But A G Thang,1993,,1419
,m,*NSYNC,Bye Bye Bye,2000,,1422
,f,Avril Lavigne,Girlfriend,2007,1,1434
,m,Flo Rida,Good Feeling,2011,,1435
,nb,Miley Cyrus,Party In The U.S.A.,2009,,1442
,m;f,Pitbull ft. Ke$ha,Timber,2013,1,1451
,f,Rihanna,Where Have You Been,2012,,1453
,nb,Miley Cyrus,Wrecking Ball,2013,,1455
,f,Carly Rae Jepsen,Call Me Maybe,2012,1,1464
,m,Elton John,Can You Feel The Love Tonight,1994,1,1467
,m,Elton John,Candle In The Wind 1997,1997,1,1468
,m,George Michael & Elton John,Don't Let The Sun Go Down On Me,1992,1,1469
,m,Elton John,I Don't Wanna Go On With You Like That,1988,1,1470
,m,Elton John,I Guess That's Why They Call It The Blues,1984,1,1471
,m,Elton John,Sad Songs (Say So Much),1984,1,1472
,m,Elton John,Someone Saved My Life Tonight,1975,1,1473
,m,UB40,Can't Help Falling In Love,1993,,1474
,m;f,Heart,These Dreams,1986,,1483
,m;f,Starship,We Built This City,1985,,1484
,m,Soul For Real,Candy Rain,1995,,1485
,m,Will Smith,Gettin' Jiggy Wit It,1998,1,1486
,m;f,Jennifer Lopez ft. Styles & Jadakiss,Jenny From The Block,2002,1,1488
,m,Wham! ft. George Michael,Careless Whisper,1985,1,1494
,m,Wham!,Everything She Wants,1985,,1495
,m,George Michael,Faith,1987,1,1496
,m,George Michael,Father Figure,1988,1,1497
,m,Wham!,Freedom,1985,,1498
,m,Deon Estus With George Michael,Heaven Help Me,1989,1,1499
,m,George Michael,I Want Your Sex,1987,1,1500
,m,Wham!,I'm Your Man,1986,,1501
,m,George Michael,Kissing A Fool,1988,1,1502
,m,George Michael,Monkey,1988,1,1503
,m,George Michael,One More Try,1988,1,1504
,m,George Michael,Praying For Time,1990,1,1505
,m,Wham!,Wake Me Up Before You Go-Go,1984,,1506
,m,Europe,Carrie,1987,,1508
,m,Levert,Casanova,1987,,1510
,m,Calloway,I Wanna Be Rich,1990,,1511
,m,The J. Geils Band,Centerfold,1982,,1516
,m,Sam Cooke,Chain Gang,1960,1,1517
,m;f,Flo Rida ft. Sia,Wild Ones,2012,1,1521
,f,Cyndi Lauper,Change Of Heart,1987,1,1523
,f,Cyndi Lauper,She Bop,1984,1,1524
,m,Eric Clapton,Change The World,1996,,1526
,m,Chris Gaines,Lost In You,1999,,1528
,m,Snow Patrol,Chasing Cars,2006,,1533
,m,Taylor Hicks,Do I Make You Proud,2006,,1534
,m,OMI,Cheerleader,2015,,1544
,m,Kool & the Gang,Cherish,1985,1,1549
,m,Bell Biv DeVoe,Do Me!,1990,,1550
,m,Mase,Feel So Good,1997,,1551
,m,DJ Jazzy Jeff & the Fresh Prince,Summertime,1991,,1552
,m,Duran Duran,I Don't Want Your Love,1988,,1554
,m,Peter Cetera,One Good Woman,1988,,1560
,m,Sammy Johns,Chevy Van,1975,,1562
,m,The Fray,How To Save A Life,2006,,1571
,f,Paula Abdul,Cold Hearted,1989,,1577
,f,Paula Abdul,Straight Up,1989,,1578
,m;f,Major Lazer & DJ Snake ft. MO,Lean On,2015,1,1582
,f,M.I.A.,Paper Planes,2008,1,1583
,m,Ed Sheeran,Perfect,2017,,1591
,m,Ed Sheeran,Thinking Out Loud,2015,,1593
,f,Vanessa Williams,Colors Of The Wind,1995,,1595
,m,Jay & the Americans,Come A Little Bit Closer,1964,,1596
,f,Expose,Come Go With Me,1987,,1599
,f,Expose,Seasons Change,1988,,1600
,f,Christina Aguilera,What A Girl Wants,2000,,1602
,m;f,The Fleetwoods,Come Softly To Me,1959,1,1611
,f,Gloria Estefan,Coming Out Of The Dark,1991,1,1618
,m,Jon Secada,Just Another Day,1992,1,1619
,m,Ricky Martin,She's All I Ever Had,1999,,1620
,f,Gloria Estefan,Don't Wanna Lose You,1989,1,1622
,f,Avril Lavigne,Complicated,2002,1,1624
,f,Avril Lavigne,I'm With You,2003,1,1626
,m,The Beach Boys,Kokomo,1988,,1636
,f,Monica,Don't Take It Personal,1995,,1638
,m,LL Cool J,Hey Lover,1995,,1639
,m,LL Cool J,Loungin,1996,,1640
,m,New Edition,Cool It Now,1984,,1647
,m,New Kids On The Block,Cover Girl,1989,,1649
,m,New Kids On The Block,Hangin' Tough,1989,,1650
,m,New Kids On The Block,I'll Be Loving You (Forever),1989,,1651
,m,D4L,Laffy Taffy,2005,,1652
,m,New Kids On The Block,Step By Step,1990,,1653
,m,New Kids On The Block,You Got It (The Right Stuff),1989,,1654
,m;f,BLACKstreet ft. Dr. Dre & Queen Pen,No Diggity,1996,1,1662
,m,Billy Idol,Cradle Of Love,1990,1,1669
,m,Gnarls Barkley,Crazy,2006,,1671
,m;f,The Pussycat Dolls ft. Busta Rhymes,Don't Cha,2005,,1672
,f,Madonna,Crazy For You,1985,,1677
,f,Whitney Houston,One Moment In Time,1988,,1678
,f,SWV,Right Here (Human Nature),1993,,1679
,f,Vanessa Williams,Save The Best For Last,1992,,1681
,f,TLC,Creep,1994,,1686
,f,Blu Cantrell,Hit 'Em Up Style,2001,,1689
,m,Boyz II Men,Motownphilly,1991,,1690
,f,TLC,Unpretty,1999,1,1692
,m,Florida Georgia Line ft. Nelly,Cruise,2013,,1693
,f,Jennifer Paige,Crush,1998,,1700
,m;f,The Jets,Crush On You,1986,,1704
,m,Tommy Page,I'll Be Your Everything,1990,,1706
,m,Quiet Riot,Cum On Feel The Noize,1983,,1708
,f,Sophie B. Hawkins,Damn I Wish I Was Your Lover,1992,1,1711
,m,YoungBloodZ ft. Lil Jon,Damn!,2003,,1712
,m,Lil Jon & the East Side Boyz ft. Ying Yang Twins,Get Low,2003,,1713
,m,Mims,This Is Why I'm Hot,2007,,1716
,m,Kenny Loggins,Danger Zone,1986,,1723
,m;f,Berlin,Take My Breath Away,1986,,1725
,m;f,Roxette,Dangerous,1990,,1731
,m;f,Roxette,Fading Like A Flower (Every Time You Leave),1991,,1732
,m;f,Roxette,It Must Have Been Love,1990,,1733
,m;f,Roxette,Listen To Your Heart,1989,,1734
,m;f,Roxette,The Look,1989,,1735
,m,The Weeknd ft. Daft Punk,I Feel It Coming,2017,,1739
,m,The Weeknd ft. Daft Punk,Starboy,2016,,1741
,m,The Monkees,Daydream Believer,1967,,1748
,f,The Shirelles,Dedicated To The One I Love,1961,,1750
,f,Toni Braxton,He Wasn't Man Enough,2000,,1753
,f,Jennifer Lopez,If You Had My Love,1999,,1754
,f,Whitney Houston,It's Not Right But It's Okay,1999,,1755
,f,Destiny's Child,Say My Name,2000,1,1758
,f,Brandy & Monica,The Boy Is Mine,1998,1,1760
,m,U2,Desire,1988,,1764
,m,U2,I Still Haven't Found What I'm Looking For,1987,,1765
,m,U2,With or Without You,1987,,1766
,m,INXS,Devil Inside,1988,,1785
,m,INXS,Need You Tonight,1988,,1786
,m,INXS,New Sensation,1988,,1787
,m,INXS,What You Need,1986,,1788
,m,fun.,Some Nights,2012,,1795
,m;nb,fun. ft. Janelle Monáe,We Are Young,2012,,1796
,f,Ke$ha,Your Love Is My Drug,2010,1,1802
,m;f,Ginuwine,Differences,2001,,1803
,m;f,Jennifer Lopez ft. Ja Rule,I'm Real,2001,1,1804
,m;f,Simply Red,If You Don't Know Me By Now,1989,,1808
,f,Rihanna,Disturbia,2008,,1821
,m,Chris Brown,Forever,2008,,1822
,m,Natural Selection,Do Anything,1991,,1829
,m,Bobby McFerrin,"Don't Worry, Be Happy",1988,,1838
,m,Ritchie Valens,Donna,1959,1,1839
,f,Lauryn Hill,Doo Wop (That Thing),1998,1,1840
,m,Rod Stewart,Downtown Train,1990,,1846
,m,Bobby Darin,Dream Lover,1959,1,1847
,m,Daryl Hall,Dreamtime,1986,1,1849
,m,Daryl Hall & John Oates,Everything Your Heart Desires,1988,1,1850
,m,Paul Young,Everytime You Go Away,1985,,1851
,m,Daryl Hall & John Oates,Method Of Modern Love,1985,1,1852
,m,Daryl Hall & John Oates,Out Of Touch,1984,1,1853
,f,Madonna,Dress You Up,1985,,1855
,m,The Cars,Drive,1984,,1857
,m;f,Fifth Harmony ft. Ty Dolla $ign,Work From Home,2016,,1870
,m,The Weeknd,Earned It,2015,,1872
,m,The Weeknd,The Hills,2015,,1875
,m;f,The Essex,Easier Said Than Done,1963,,1878
,m,Marty Robbins,El Paso,1959,1,1879
,m;f,C+C Music Factory,Gonna Make You Sweat (Everybody Dance Now),1991,,1881
,m;f,C+C Music Factory ft. Freedom Williams,Here We Go,1991,,1882
,m;f,C+C Music Factory,Things That Make You Go Hmmmm...,1991,,1884
,f,Seduction,Two To Make It Right,1990,,1887
,m,The Moments,Love On A Two-Way Street,1970,,1889
,f,Alicia Keys,Fallin',2001,1,1893
,f,Alicia Keys,If I Ain't Got You,2004,1,1894
,f,Alicia Keys,No One,2007,1,1896
,m,Dru Hill,In My Bed,1997,,1911
,m,The Police,Every Breath You Take,1983,,1919
,m;f,"Puff Daddy, Faith Evans, & 112",I'll Be Missing You,1997,1,1920
,m,The Police,King Of Pain,1983,,1921
,m,Dire Straits,Money For Nothing,1985,,1922
,m,Sugar Ray,Every Morning,1999,1,1924
,m,Wang Chung,Everybody Have Fun Tonight,1986,1,1926
,m;f,Starship,Sara,1986,,1927
,m,El DeBarge,Who's Johnny,1986,,1929
,m,Tears For Fears,Everybody Wants To Rule The World,1985,,1930
,m,Tears For Fears,Shout,1985,,1931
,f,Jody Watley,Everything,1990,,1935
,m,Vertical Horizon,Everything You Want,2000,,1937
,m,Billy Idol,Eyes Without A Face,1984,1,1938
,m,The Beatles,Hey Jude,1968,,1941
,m,John Lennon,Nobody Told Me,1984,,1942
,m,The Beatles,Yesterday,1965,,1943
,m,Coolio,Fantastic Voyage,1994,,1961
,m,Portugal. The Man,Feel It Still,2017,1,1973
,f,Kim Wilde,You Keep Me Hangin' On,1987,,1974
,m,Tears For Fears,Sowing The Seeds Of Love,1989,,1980
,f,CeCe Peniston,Finally,1992,1,1997
,m,Harry Styles,Sign Of The Times,2017,1,2008
,m;f,Jordin Sparks & Chris Brown,No Air,2008,,2015
,m,Owl City,Fireflies,2009,,2028
,m,Uncle Kracker,Follow Me,2001,,2038
,f,Debbie Gibson,Foolish Beat,1988,1,2040
,f,Debbie Gibson,Lost In Your Eyes,1989,1,2041
,f,Debbie Gibson,Out Of The Blue,1988,1,2042
,f,Debbie Gibson,Shake Your Love,1987,1,2043
,f,Ashanti,Foolish,2002,1,2044
,m;f,Ja Rule ft. Ashanti,Mesmerize,2003,1,2045
,f,Ashanti,Rock Wit U (Awww Baby),2003,1,2046
,f,Jewel,You Were Meant For Me,1997,1,2053
,f,Paula Abdul,Forever Your Girl,1989,,2059
,m;f,Paula Abdul & Wild Pair,Opposites Attract,1990,,2060
,m,Paul McCartney & Michael Jackson,Say Say Say,1983,1,2063
,f,Adina Howard,Freak Like Me,1995,,2073
,m,Silk,Freak Me,1993,,2081
,m,Keith Sweat,I Want Her,1988,1,2082
,m;f,Keith Sweat ft. Athena Cage,Nobody,1996,1,2083
,m,Keith Sweat,Twisted,1996,1,2084
,f,Aretha Franklin,Freeway Of Love,1985,,2086
,f,Whitney Houston,How Will I Know,1986,,2088
,f,Shanice,I Love Your Smile,1992,1,2090
,m,Jermaine Stewart,We Don't Have To Take Our Clothes Off,1986,,2091
,m;f,Carl Anderson & Gloria Loring,Friends And Lovers,1986,,2093
,f,Bette Midler,From A Distance,1990,,2095
,m,Tone-Loc,Funky Cold Medina,1989,,2098
,m,Tone-Loc,Wild Thing,1989,,2099
,m,PSY,Gangnam Style,2012,,2104
,m,PSY,Gentleman,2013,,2105
,m,DRS,Gangsta Lean,1993,,2108
,m,Coolio ft. L.V.,Gangsta's Paradise,1995,,2111
,m,Stevie Wonder,I Just Called To Say I Love You,1984,,2112
,m,Jodeci,Lately,1993,,2113
,m,Will Smith ft. Dru Hill & Kool Mo Dee,Wild Wild West,1999,1,2114
,f,Christina Aguilera,Genie In A Bottle,1999,,2118
,m,Chicago,Hard Habit To Break,1984,,2119
,f,Dream,He Loves U Not,2000,,2120
,m,98 Degrees,The Hardest Thing,1999,,2122
,f,Olivia Newton-John,Twist Of Fate,1984,,2123
,m,Ray Charles,Georgia On My Mind,1960,,2129
,f,Lumidee,"Never Leave You - Uh Ooh, Uh Oooh!",2003,1,2132
,f,Oleta Adams,Get Here,1991,,2133
,m,The Beatles,Twist And Shout,1964,,2135
,m,Montell Jordan,Get It On Tonite,2000,,2136
,m,Sisqo,Incomplete,2000,,2137
,m,Montell Jordan ft. Master P & Silkk The Shocker,Let's Ride,1998,,2138
,f,Deborah Cox,Nobody's Supposed To Be Here,1998,,2139
,m,Montell Jordan,This Is How We Do It,1995,,2140
,m,Billy Ocean,There'll Be Sad Songs (To Make You Cry),1986,1,2164
,m,The Youngbloods,Get Together,1969,,2166
,f,Cyndi Lauper,Girls Just Want To Have Fun,1984,,2174
,f,Nelly Furtado,Turn Off The Light,2001,1,2178
,f,Tracy Chapman,Give Me One Reason,1996,1,2184
,m,The All-American Rejects,Gives You Hell,2009,,2185
,f,Anita Baker,Giving You The Best That I Got,1988,1,2189
,m,Peter Cetera,Glory Of Love,1986,,2193
,f,Whitney Houston,I Have Nothing,1993,,2194
,m,John Parr,St. Elmo's Fire (Man In Motion),1985,,2195
,m,Chicago,Will You Still Love Me?,1987,,2196
,m,Chicago,You're The Inspiration,1985,,2197
,m;f,American Idol Finalists,God Bless The U.S.A.,2003,,2202
,m,Flo Rida,My House,2016,,2210
,m;f,Flo Rida ft. Wynter,Sugar,2009,,2212
,m,Avicii,Wake Me Up!,2013,,2219
,m,Baauer,Harlem Shake,2013,,2225
,m,Fine Young Cannibals,Good Thing,1989,,2232
,m,Fine Young Cannibals,She Drives Me Crazy,1989,,2233
,m,Marky Mark & the Funky Bunch ft. Loleatta Holloway,Good Vibrations,1991,,2236
,m,George Harrison,Got My Mind Set On You,1987,,2241
,m,Billy Grammer,Gotta Travel On,1959,,2243
,f,Whitney Houston,Greatest Love Of All,1986,,2250
,f,Whitney Houston,Saving All My Love For You,1985,,2253
,m,The Brothers Four,Greenfields,1960,,2254
,m;f,Deee-Lite,Groove Is In The Heart,1990,1,2264
,m,Phil Collins,Groovy Kind Of Love,1988,,2269
,m;f,Patti LaBelle & Michael McDonald,On My Own,1986,,2270
,m;f,Dionne & Friends,That's What Friends Are For,1985,,2271
,m,Lil Pump,Gucci Gang,2017,,2273
,m,The Virtues,Guitar Boogie Shuffle,1959,,2276
,f,Tove Lo,Habits,2014,1,2277
,m,Jimmy Jones,Handy Man,1960,1,2284
,m,Lifehouse,Hanging By A Moment,2001,,2286
,m,Lifehouse,You And Me,2005,,2287
,m,Elvis Presley,Hard Headed Woman,1958,,2289
,m,The Rolling Stones,Harlem Shuffle,1986,,2291
,m,Post Malone ft. 21 Savage,Rockstar,2017,,2302
,m,Rod Stewart,Have I Told You Lately,1993,,2315
,m;f,John Mellencamp & Me'Shell Ndegeocello,Wild Night,1994,,2316
,m,Guy Mitchell,Heartaches By The Number,1959,,2319
,m,Don Johnson,Heartbeat,1986,,2320
,f,Whitney Houston ft. Faith Evans & Kelly Price,Heartbreak Hotel,1999,,2323
,m,twenty one pilots,Heathens,2016,,2333
,m,twenty one pilots,Ride,2016,,2334
,m,twenty one pilots,Stressed Out,2016,,2335
,m,Warrant,Heaven,1989,,2336
,f,Belinda Carlisle,Heaven Is A Place On Earth,1987,,2338
,m;f,Santana ft. Michelle Branch,The Game Of Love,2002,,2339
,f,Adele,Rolling In The Deep,2011,1,2342
,f,Adele,Someone Like You,2011,1,2344
,m,Ini Kamoze,Here Comes The Hotstepper,1994,1,2353
