ignore,writer,id,gender
,Static Major,187,m
,Static Major,849,m
,Kane Beatz,219,m
,Kane Beatz,681,m
,Gudda Gudda,219,m
,Jae Millz,219,m
,Lloyd,219,m
,Tyga,219,m
,David Bowie,506,m
,David Bowie,1117,m
,David Bowie,1118,m
,David Bowie,1119,m
,The Notorious B.I.G.,506,m
,The Notorious B.I.G.,1121,m
,The Notorious B.I.G.,1122,m
,The Notorious B.I.G.,1123,m
,P. Diddy,506,m
,P. Diddy,1125,m
,P. Diddy,1126,m
,P. Diddy,632,m
,P. Diddy,1121,m
,P. Diddy,1129,m
,P. Diddy,1130,m
,P. Diddy,1123,m
,P. Diddy,1132,m
,P. Diddy,872,m
,Mase,506,m
,Mase,1125,m
,Mase,1122,m
,Brian Higgins,926,m
,Steve Torch,926,m
,Stuart McLennen,926,m
,Ben McKee,885,m
,Ben McKee,470,m
,Ben McKee,471,m
,Dan Reynolds,885,m
,Dan Reynolds,470,m
,Dan Reynolds,471,m
,Daniel Platzman,885,m
,Daniel Platzman,470,m
,Daniel Platzman,471,m
,Wayne Sermon,885,m
,Wayne Sermon,470,m
,Wayne Sermon,471,m
,Mattias Per Larsson,885,m
,Robin Fredriksson,885,m
,Rob Thomas,1154,m
,Rob Thomas,1155,m
,Rob Thomas,1156,m
,Rob Thomas,1157,m
,DJ Gist,1158,m
,DJ Gist,1159,m
,Eminem,1158,m
,Eminem,1161,m
,Eminem,209,m
,Eminem,468,m
,Eminem,229,m
,Eminem,1165,m
,Eminem,469,m
,Eminem,1167,m
,Eminem,958,m
,Eminem,1169,m
,Eminem,1170,m
,Eminem,1171,m
,MCA,1158,m
,Ad-Rock,1158,m
,Treach,1158,m
,Art Neville,1158,m
,Charles Neville,1158,m
,Ziggy Modeliste,1158,m
,Rick Rubin,1158,m
,Vin Rock,1158,m
,Billy Squier,1158,m
,Boi-1da,1079,m
,Boi-1da,1092,m
,Boi-1da,1183,m
,Boi-1da,1167,m
,Boi-1da,1098,m
,Dan Hamilton,1079,m
,Kia Shine,1079,m
,John The Blind,573,m
,John The Blind,1189,m
,John The Blind,773,m
,Julian Bunetta,573,m
,Julian Bunetta,1189,m
,Ed Drewett,573,m
,Ed Drewett,575,m
,Holly Knight,1195,f
,Holly Knight,1196,f
,Mike Chapman,1195,m
,Nicky Chinn,1195,m
,Lindsey Buckingham,1199,m
,Ari Levine,223,m
,Ari Levine,224,m
,Ari Levine,226,m
,Ari Levine,227,m
,Ari Levine,228,m
,Ari Levine,229,m
,Ari Levine,230,m
,Ari Levine,231,m
,Ari Levine,234,m
,Ari Levine,235,m
,Ari Levine,237,m
,Travie McCoy,223,m
,Travie McCoy,729,m
,Boudleaux Bryant,1213,m
,Jeremih,1214,m
,Jeremih,211,m
,Keith James,1214,m
,Keith James,211,m
,Mick Schultz,1214,m
,Mick Schultz,211,m
,Meredith Brooks,1220,f
,Shelly Peiken,1220,f
,Wiz Khalifa,1006,m
,Wiz Khalifa,54,m
,Wiz Khalifa,474,m
,Mike WiLL Made-It,1225,m
,Mike WiLL Made-It,896,m
,Mike WiLL Made-It,897,m
,Mike WiLL Made-It,1228,m
,Mike WiLL Made-It,1229,m
,Swae Lee,1225,m
,Swae Lee,1228,m
,Slim Jxmmi,1225,m
,Gucci Mane,1225,m
,Katy Perry,718,f
,Katy Perry,9,f
,Katy Perry,12,f
,Katy Perry,14,f
,Katy Perry,16,f
,Katy Perry,1010,f
,Katy Perry,20,f
,Katy Perry,21,f
,Katy Perry,24,f
,Katy Perry,28,f
,Katy Perry,32,f
,Katy Perry,37,f
,Katy Perry,38,f
,Katy Perry,41,f
,Sarah Hudson,718,f
,Sarah Hudson,14,f
,Iggy Azalea,718,f
,Iggy Azalea,1251,f
,Iggy Azalea,29,f
,"Christopher ""Deep"" Henderson",833,m
,"Christopher ""Deep"" Henderson",1254,m
,Brandon Melanchon,833,m
,Breyon Prescott,833,m
,James Brown,833,m
,Jamie Foxx,833,m
,"John Conte, Jr.",833,m
,Nate Walka,833,m
,Jesse McCartney,755,m
,Greg Kurstin,1262,m
,Greg Kurstin,101,m
,Greg Kurstin,1264,m
,Greg Kurstin,406,m
,P!nk,1262,f
,P!nk,18,f
,P!nk,1268,f
,P!nk,31,f
,P!nk,36,f
,Pharrell,1271,m
,Pharrell,1272,m
,Pharrell,117,m
,Pharrell,1274,m
,Pharrell,320,m
,Pharrell,1276,m
,Pharrell,918,m
,Pharrell,1278,m
,Pharrell,455,m
,Pharrell,1280,m
,Pharrell,1281,m
,Pharrell,844,m
,Pharrell,325,m
,Pharrell,1284,m
,Robin Thicke,1271,m
,Doug Ardito,1286,m
,Wesley Scantlin,1286,m
,Cardi B,1288,f
,Cardi B,1183,f
,J. White Did It,1288,m
,Kodak Black,1288,m
,Pardison Fontaine,1288,m
,Shaftizm,1288,m
,will.i.am,1294,m
,will.i.am,1295,m
,will.i.am,515,m
,will.i.am,1297,m
,will.i.am,685,m
,will.i.am,1299,m
,will.i.am,1300,m
,will.i.am,1301,m
,will.i.am,1302,m
,will.i.am,1303,m
,will.i.am,1304,m
,will.i.am,1305,m
,apl.de.ap,1294,m
,apl.de.ap,1299,m
,apl.de.ap,1300,m
,apl.de.ap,1301,m
,apl.de.ap,1305,m
,Taboo,1294,m
,Taboo,1299,m
,Taboo,1300,m
,Taboo,1301,m
,Jeppe Laursen,484,m
,Mike Posner,823,m
,Mike Posner,1317,m
,Mike Posner,740,m
,MdL,823,m
,MdL,830,m
,blackbear,823,m
,Greg Prestopino,1322,m
,Greg Prestopino,1125,m
,Matthew Wilder,1322,m
,Matthew Wilder,1125,m
,Taio Cruz,840,m
,Taio Cruz,15,m
,Taio Cruz,1328,m
,Fraser T. Smith,840,m
,Fraser T. Smith,1330,m
,Jamie Houston,1331,m
,Babyface,1332,m
,Babyface,1333,m
,Babyface,1334,m
,Babyface,1335,m
,Babyface,1336,m
,Babyface,1337,m
,Babyface,1338,m
,Babyface,1339,m
,Babyface,868,m
,Babyface,1341,m
,Babyface,1342,m
,Babyface,1343,m
,Babyface,1344,m
,Babyface,1345,m
,Babyface,1346,m
,Babyface,1347,m
,Babyface,1348,m
,Babyface,281,m
,Babyface,1350,m
,Babyface,1351,m
,Babyface,621,m
,Babyface,1353,m
,Babyface,645,m
,Babyface,1355,m
,Holly Lamar,1356,f
,Stephanie Bentley,1356,f
,Bruce Springsteen,1358,m
,Bruce Springsteen,1359,m
,Bruce Springsteen,1360,m
,Bruce Springsteen,1361,m
,Bruce Springsteen,1362,m
,Billy Lawrence,1363,f
,Kevin Spencer,1363,m
,Linda Van Horssen,1363,f
,Linda Lewis,1363,f
,Nidra Sylvers,1363,f
,Violet Ruby,1363,pf
,William Shelby,1363,m
,David Hodges,1370,m
,David Hodges,1371,m
,Amy Lee,1370,f
,Ben Moody,1370,m
,Lil Yachty,1374,m
,Lil Yachty,1375,m
,D.R.A.M.,1374,m
,Richard Page,1377,m
,Richard Page,272,m
,Richard Page,1379,m
,John Lang,1377,m
,John Lang,1379,m
,Steve George,1377,m
,Steve George,1379,m
,Colbie Caillat,1384,f
,Jason Reeves,1384,m
,Jamie Morgan,1386,m
,Jamie Morgan,1387,m
,Neneh Cherry,1386,f
,Cameron McVey,1386,m
,Phillip Ramacon,1386,m
,Smitty,863,m
,Smitty,460,m
,Usher,606,m
,Usher,607,m
,Usher,1395,m
,Usher,843,m
,Usher,615,m
,Usher,616,m
,Usher,617,m
,Usher,620,m
,Usher,1328,m
,Usher,623,m
,Melvin Miller,1403,m
,Frankie Sullivan,1404,m
,Frankie Sullivan,1405,m
,Jim Peterik,1404,m
,Jim Peterik,1405,m
,Flea,1408,m
,Flea,1409,m
,Anthony Kiedis,1408,m
,Epic Mazur,1408,m
,Chad Smith,1408,m
,John Frusciante,1408,m
,Shifty Shellshock,1408,m
,Snoop Dogg,684,m
,Snoop Dogg,9,m
,Snoop Dogg,1272,m
,Snoop Dogg,954,m
,Snoop Dogg,1419,m
,Snoop Dogg,773,m
,Nicole Scherzinger,684,f
,Andreas Carlsson,1422,m
,Andreas Carlsson,936,m
,Andreas Carlsson,937,m
,Andreas Carlsson,23,m
,Jake Schulze,1422,m
,Kristian Lundin,1422,m
,Dr. Luke,9,m
,Dr. Luke,720,m
,Dr. Luke,14,m
,Dr. Luke,723,m
,Dr. Luke,15,m
,Dr. Luke,16,m
,Dr. Luke,1434,m
,Dr. Luke,1435,m
,Dr. Luke,19,m
,Dr. Luke,20,m
,Dr. Luke,21,m
,Dr. Luke,24,m
,Dr. Luke,26,m
,Dr. Luke,28,m
,Dr. Luke,1442,m
,Dr. Luke,232,m
,Dr. Luke,32,m
,Dr. Luke,35,m
,Dr. Luke,740,m
,Dr. Luke,37,m
,Dr. Luke,38,m
,Dr. Luke,731,m
,Dr. Luke,39,m
,Dr. Luke,1451,m
,Dr. Luke,732,m
,Dr. Luke,1453,m
,Dr. Luke,41,m
,Dr. Luke,1455,m
,Bonnie Mckee,9,f
,Bonnie Mckee,15,f
,Bonnie Mckee,19,f
,Bonnie Mckee,24,f
,Bonnie Mckee,28,f
,Bonnie Mckee,32,f
,Bonnie Mckee,37,f
,Bonnie Mckee,41,f
,Carly Rae Jepsen,1464,f
,Josh Ramsay,1464,m
,Tavish Crowe,1464,m
,Elton John,1467,m
,Elton John,1468,m
,Elton John,1469,m
,Elton John,1470,m
,Elton John,1471,m
,Elton John,1472,m
,Elton John,1473,m
,George David Weiss,1474,m
,Hugo Peretti,1474,m
,Luigi Creatore,1474,m
,Bernie Taupin,1468,m
,Bernie Taupin,1469,m
,Bernie Taupin,1470,m
,Bernie Taupin,1471,m
,Bernie Taupin,1472,m
,Bernie Taupin,1473,m
,Bernie Taupin,1483,m
,Bernie Taupin,1484,m
,Samuel Barnes,1485,m
,Samuel Barnes,1486,m
,Samuel Barnes,794,m
,Samuel Barnes,1488,m
,Jean-Claude Olivier,1485,m
,Jean-Claude Olivier,794,m
,Jean-Claude Olivier,1488,m
,Heavy D,1485,m
,Terri Robinson,1485,f
,George Michael,1494,m
,George Michael,1495,m
,George Michael,1496,m
,George Michael,1497,m
,George Michael,1498,m
,George Michael,1499,m
,George Michael,1500,m
,George Michael,1501,m
,George Michael,1502,m
,George Michael,1503,m
,George Michael,1504,m
,George Michael,1505,m
,George Michael,1506,m
,Andrew Ridgeley,1494,m
,Joey Tempest,1508,m
,Mic Michaeli,1508,m
,Reggie Calloway,1510,m
,Reggie Calloway,1511,m
,Tab,851,m
,Tab,855,m
,Traci Hale,851,f
,Traci Hale,1018,f
,Seth Justman,1516,m
,Sam Cooke,1517,m
,Sia,12,f
,Sia,101,f
,Sia,722,f
,Sia,1521,f
,Skip Marley,12,m
,Cyndi Lauper,1523,f
,Cyndi Lauper,1524,f
,Essra Mohawk,1523,f
,Wayne Kirkpatrick,1526,m
,Wayne Kirkpatrick,782,m
,Wayne Kirkpatrick,1528,m
,Gordon Kennedy,1526,m
,Gordon Kennedy,1528,m
,Tommy Sims,1526,m
,Tommy Sims,1528,m
,Paul Wilson,1533,m
,Paul Wilson,1534,m
,Gary Lightbody,1533,m
,Jonathan Quinn,1533,m
,Nathan Connolly,1533,m
,Tom Simpson,1533,m
,Swizz Beatz,788,m
,Swizz Beatz,866,m
,Angela Beyince,788,f
,Angela Beyince,800,f
,Slim Thug,788,m
,Clifton Dillon,1544,m
,Sly Dunbar,1544,m
,Mark Bradford,1544,m
,OMI,1544,m
,Ryan Dillon,1544,m
,Robert Bell,1549,m
,Robert Bell,1550,m
,Robert Bell,1551,m
,Robert Bell,1552,m
,John Taylor,1549,m
,John Taylor,1554,m
,Patrick Leonard,268,m
,Patrick Leonard,271,m
,Patrick Leonard,272,m
,Patrick Leonard,274,m
,Patrick Leonard,275,m
,Patrick Leonard,1560,m
,Patrick Leonard,284,m
,Sammy Johns,1562,m
,Claude Kelly,720,m
,Claude Kelly,226,m
,Claude Kelly,998,m
,Claude Kelly,26,m
,Claude Kelly,1442,m
,Gary Benson,174,m
,Winston Sela,174,m
,Isaac Slade,165,m
,Isaac Slade,1571,m
,Joe King,165,m
,Joe King,1571,m
,Freddy Kennett,165,m
,Shaun Frank,165,m
,Bobby Troup,1295,m
,Elliot Wolff,1577,m
,Elliot Wolff,1578,m
,Jamie Scott,721,m
,Jamie Scott,1189,m
,Diplo,721,m
,Diplo,1582,m
,Diplo,1583,m
,Diplo,124,m
,MO,721,f
,MO,1582,f
,Jr Blender,721,m
,Jr Blender,1582,m
,Ed Sheeran,721,m
,Ed Sheeran,725,m
,Ed Sheeran,1591,m
,Ed Sheeran,580,m
,Ed Sheeran,1593,m
,King Henry,721,m
,Stephen Schwartz,1595,m
,Bobby Hart,1596,m
,Wes Farrell,1596,m
,Tommy Boyce,1596,m
,Lewis Martineé,1599,m
,Lewis Martineé,1600,m
,Guy Roche,105,m
,Guy Roche,1602,m
,Shelly Peiken,105,f
,Shelly Peiken,1602,f
,Chaka Blackmon,105,m
,Christina Aguilera,105,f
,Eric Dawkins,105,m
,Johan Åberg,105,m
,Paul Rein,105,m
,Ray Cham,105,m
,Barbara Ellis,1611,f
,Gary Troxel,1611,m
,Gretchen Christopher,1611,f
,Jimmy Page,1126,m
,John Bonham,1126,m
,Mark Curry,1126,m
,Robert Plant,1126,m
,Jon Secada,1618,m
,Jon Secada,1619,m
,Jon Secada,1620,m
,Gloria Estefan,1618,f
,Gloria Estefan,1622,f
,Emilio Estefan,1618,m
,Avril Lavigne,1624,f
,Avril Lavigne,1434,f
,Avril Lavigne,1626,f
,Lauren Christy,1624,f
,Lauren Christy,1626,f
,Lauren Christy,475,f
,Graham Edwards,1624,m
,Graham Edwards,1626,m
,Scott Spock,1624,m
,Scott Spock,1626,m
,LRoc,608,m
,LRoc,182,m
,LRoc,1636,m
,LL Cool J,608,m
,LL Cool J,1638,m
,LL Cool J,1639,m
,LL Cool J,1640,m
,LL Cool J,1280,m
,Afrika Bambaataa,608,m
,Arthur Baker,608,m
,John Miller,608,m
,John Robie,608,m
,Ryan Toby,608,m
,Rick Timas,1647,m
,Vincent Brantley,1647,m
,Maurice Starr,1649,m
,Maurice Starr,1650,m
,Maurice Starr,1651,m
,Maurice Starr,1652,m
,Maurice Starr,1653,m
,Maurice Starr,1654,m
,Dr. Dre,209,m
,Dr. Dre,975,m
,Dr. Dre,156,m
,Dr. Dre,213,m
,Dr. Dre,468,m
,Dr. Dre,214,m
,Dr. Dre,810,m
,Dr. Dre,1662,m
,Dr. Dre,1170,m
,Dawaun Parker,209,m
,Erick Coomes,209,m
,Jean Renard,209,m
,Mark Batson,209,m
,"Trevor Lawrence, Jr.",209,m
,Billy Idol,1669,m
,David Werner,1669,m
,Cee-Lo Green,1671,m
,Cee-Lo Green,1672,m
,Cee-Lo Green,224,m
,Danger Mouse,1671,m
,Gian Franco Reverberi,1671,m
,Gian Piero Reverberi,1671,m
,John Bettis,1677,m
,John Bettis,1678,m
,John Bettis,1679,m
,Jon Lind,1677,m
,Jon Lind,1681,m
,Rich Harrison,112,m
,Rich Harrison,182,m
,Rich Harrison,187,m
,Eugene Record,112,m
,Dallas Austin,1686,m
,Dallas Austin,1638,m
,Dallas Austin,143,m
,Dallas Austin,1689,m
,Dallas Austin,1690,m
,Dallas Austin,280,m
,Dallas Austin,1692,m
,Brian Kelley,1693,m
,Chase Rice,1693,m
,Jesse Rice,1693,m
,Joey Moi,1693,m
,Tyler Hubbard,1693,m
,Eman Kiriakou,1371,m
,Jess Cates,1371,m
,Andy Goldmark,1700,m
,Berny Cosgrove,1700,f
,Kevin Clark,1700,pm
,Mark Mueller,1700,m
,Jerry Knight,1704,m
,Jerry Knight,1129,m
,Jerry Knight,1706,m
,Aaron Zigman,1704,m
,Jim Lea,1708,m
,Noddy Holder,1708,m
,Pasha Associates,1708,m
,Sophie B. Hawkins,1711,f
,Lil Jon,1712,m
,Lil Jon,1713,m
,Lil Jon,181,m
,Lil Jon,843,m
,Lil Jon,1716,m
,Lil Jon,764,m
,Lil Jon,849,m
,Cedric Leonard,1712,m
,J-Bo,1712,pm
,Robert McDowell,1712,pm
,Sean P,1712,m
,Giorgio Moroder,1723,m
,Giorgio Moroder,800,m
,Giorgio Moroder,1725,m
,Tom Whitlock,1723,m
,Tom Whitlock,1725,m
,Kemo,952,m
,Donald Sales,952,m
,Kardinal Offishall,952,m
,Per Gessle,1731,m
,Per Gessle,1732,m
,Per Gessle,1733,m
,Per Gessle,1734,m
,Per Gessle,1735,m
,Cirkut,14,m
,Cirkut,723,m
,Cirkut,1435,m
,Cirkut,1739,m
,Cirkut,32,m
,Cirkut,1741,m
,Cirkut,740,m
,Cirkut,1451,m
,Cirkut,1453,m
,Cirkut,41,m
,Cirkut,1455,m
,Juicy J,14,m
,John Stewart,1748,m
,Rob Knox,180,m
,Lowman Pauling,1750,m
,Ralph Bass,1750,m
,Darkchild,113,m
,Darkchild,1753,m
,Darkchild,1754,m
,Darkchild,1755,m
,Darkchild,1301,m
,Darkchild,120,m
,Darkchild,1758,m
,Darkchild,489,m
,Darkchild,1760,m
,Delisha Thomas,113,f
,Jon Jon Traxx,113,m
,Keli Nicole Price,113,f
,Adam Clayton,1764,m
,Adam Clayton,1765,m
,Adam Clayton,1766,m
,The Edge,1764,m
,The Edge,1765,m
,The Edge,1766,m
,Larry Mullen,1764,m
,Larry Mullen,1765,m
,Larry Mullen,1766,m
,Bono,1764,m
,Bono,1765,m
,Bono,1766,m
,Daddy Yankee,825,m
,Daddy Yankee,918,m
,Poo Bear,825,m
,Poo Bear,826,m
,Poo Bear,1132,m
,Poo Bear,830,m
,Erika Ender,825,f
,Luis Fonsi,825,m
,Marty James,825,m
,Andrew Farriss,1785,m
,Andrew Farriss,1786,m
,Andrew Farriss,1787,m
,Andrew Farriss,1788,m
,Michael Hutchence,1785,m
,Michael Hutchence,1786,m
,Michael Hutchence,1787,m
,Michael Hutchence,1788,m
,Nate Ruess,723,m
,Nate Ruess,1268,m
,Nate Ruess,1795,m
,Nate Ruess,1796,m
,Kesha,723,f
,Kesha,731,f
,Kesha,39,f
,Kesha,1451,f
,Kesha,732,f
,Kesha,1802,f
,Troy Oliver,1803,m
,Troy Oliver,1804,m
,Troy Oliver,1488,m
,Ginuwine,1803,m
,Kenny Gamble,453,m
,Kenny Gamble,1808,m
,Kenny Gamble,457,m
,B.A.M.,453,m
,Bunny Sigler,453,m
,Ghost Bowser,453,m
,Fabolous,857,m
,Fabolous,156,m
,Fabolous,557,m
,Poli Paul,857,m
,Shawnna,857,f
,Teedra Moses,857,f
,Phillip Pitts,210,m
,Teraike Crawford,210,m
,Chris Brown,1821,m
,Chris Brown,1822,m
,Chris Brown,949,m
,Andre Merritt,1821,m
,Andre Merritt,1822,m
,Rob. A!,1821,m
,Rob. A!,1822,m
,Brian Seals,1821,m
,Elliot Erickson,1829,m
,Frederick Thomas,1829,m
,Ingrid Chavez,1829,f
,Andy Watkins,1534,m
,Tracy Ackerman,1534,f
,Michael Bivins,1550,m
,Michael Bivins,1690,m
,Carl Bourelly,1550,m
,Ronnie DeVoe,1550,m
,Bobby McFerrin,1838,m
,Ritchie Valens,1839,m
,Lauryn Hill,1840,f
,Jared Cotter,1080,m
,J Remy,1080,m
,Jonathan Perkins,1080,m
,Jay Sean,1080,m
,Bobby Bass,1080,m
,Tom Waits,1846,m
,Bobby Darin,1847,m
,Daryl Hall,627,m
,Daryl Hall,1849,m
,Daryl Hall,1850,m
,Daryl Hall,1851,m
,Daryl Hall,1852,m
,Daryl Hall,1853,m
,John Beeby,1849,pm
,Andrea LaRusso,1855,f
,Peggy Stanziale,1855,f
,Ric Ocasek,1857,m
,JRoc,115,m
,JRoc,119,m
,JRoc,294,m
,JRoc,123,m
,Detail,115,m
,Detail,1082,m
,Dre Moon,115,m
,Brian Soko,115,m
,SoolGotHits,115,m
,Ammo,16,m
,Ammo,740,m
,Ammo,732,m
,Ammo,1870,m
,Ammo,1802,m
,DaHeala,1872,m
,DaHeala,1741,m
,Belly,1872,m
,Belly,1875,m
,Stephan Moccio,1872,m
,Stephan Moccio,1455,m
,William Linton,1878,m
,Marty Robbins,1879,m
,Robert Clivillés,628,m
,Robert Clivillés,1881,m
,Robert Clivillés,1882,m
,Robert Clivillés,636,m
,Robert Clivillés,1884,m
,David Cole,628,m
,David Cole,636,m
,David Cole,1887,m
,Bert Keyes,116,m
,Bert Keyes,1889,m
,Sylvia Robinson,116,f
,Sylvia Robinson,1889,f
,Alicia Keys,116,f
,Alicia Keys,1893,f
,Alicia Keys,1894,f
,Alicia Keys,615,f
,Alicia Keys,1896,f
,Alicia Keys,154,f
,Al Shux,116,m
,Angela Hunte,116,f
,Janet Sewell-Ulepic,116,f
,LA Reid,1334,m
,LA Reid,1335,m
,LA Reid,1337,m
,LA Reid,1338,m
,LA Reid,1339,m
,LA Reid,1342,m
,LA Reid,1345,m
,LA Reid,1350,m
,Daryl Simmons,1334,m
,Daryl Simmons,1339,m
,Daryl Simmons,1911,m
,Daryl Simmons,1345,m
,Daryl Simmons,1350,m
,Shep Pettibone,270,m
,Shep Pettibone,282,m
,Shep Pettibone,283,m
,Susanna Hoffs,594,f
,Susanna Hoffs,595,f
,Sting,1919,m
,Sting,1920,m
,Sting,1921,m
,Sting,1922,m
,Charlie Peacock,782,m
,David Kahne,1924,m
,Richard Bean,1924,pm
,Peter Wolf,1926,m
,Peter Wolf,1927,m
,Peter Wolf,1484,m
,Peter Wolf,1929,m
,Roland Orzabal,1930,m
,Roland Orzabal,1931,m
,Ian Stanley,1930,m
,Ian Stanley,1931,m
,Chris Hughes ,1930,m
,Gardner Cole,1935,m
,James Newton Howard,1935,m
,Matt Scannell,1937,m
,Billy Idol,1938,m
,Steve Stevens,1938,m
,John Lennon,1117,m
,John Lennon,1941,m
,John Lennon,1942,m
,John Lennon,1943,m
,Carlos Alomar,1117,m
,Mike Elizondo,975,m
,Mike Elizondo,213,m
,Mike Elizondo,214,m
,Mike Elizondo,810,m
,Mike Elizondo,1170,m
,Bruce Miller,975,m
,Camara Kambon,975,m
,Luchana N. Lodge,975,f
,Melvin Bradford,975,m
,Paula A. Pierre-Louis,975,f
,Charli XCX,1251,f
,Charli XCX,728,f
,George Astasio,1251,m
,Jason Pebworth,1251,m
,Jonathan Shave,1251,m
,The Arcade,1251,m
,Fred Alexander,1961,m
,Norman Beavers,1961,m
,Marvin Craig,1961,m
,Bryan Dobbs,1961,m
,Coolio,1961,m
,Tiemeyer McCain,1961,m
,Thomas Shelby,1961,m
,Adrian Belew,629,m
,Chris Frantz,629,m
,"Dave ""Jam"" Hall",629,m
,Steven Stanley,629,m
,Tina Weymouth,629,f
,Brian Holland,1973,m
,Brian Holland,1974,m
,Asa Taccone,1973,m
,Freddie Gorman,1973,m
,John Hill,1973,m
,Robert Bateman,1973,m
,Chad Smith,1551,m
,Chad Smith,1980,m
,Chad Smith,1409,m
,"Dennis ""Dee Tee"" Thomas",1551,m
,"Dennis ""Dee Tee"" Thomas",1552,m
,George Brown,1551,m
,George Brown,1552,m
,Robert Mickens,1551,m
,Robert Mickens,1552,m
,Larry Dermer,1551,m
,R.E.Bell,1551,m
,Richard Westfield,1551,m
,Baby D,1297,f
,Rahming,1297,m
,O.G. Rocker,1297,f
,MC J.B.,1297,f
,Juanita Lee,1297,f
,Arabian Prince,1297,m
,CeCe Peniston,1997,f
,Elbert Linnear,1997,pm
,Felipe Delgado,1997,m
,Rodney Jackson,1997,m
,NO I.D.,142,m
,NO I.D.,145,m
,NO I.D.,119,m
,NO I.D.,613,m
,NO I.D.,122,m
,Jeff Bhasker,142,m
,Jeff Bhasker,1268,m
,Jeff Bhasker,2008,m
,Jeff Bhasker,1795,m
,Jeff Bhasker,236,m
,Jeff Bhasker,1796,m
,Plain Pat,142,m
,James Fauntleroy,225,m
,James Fauntleroy,294,m
,James Fauntleroy,2015,m
,James Fauntleroy,123,m
,James Fauntleroy,233,m
,Jeremy Reeves,225,m
,Jeremy Reeves,233,m
,Johnathan Yip,225,m
,Johnathan Yip,233,m
,Ray McCullough II,225,m
,Ray McCullough II,233,m
,Ray Romulus,225,m
,Ray Romulus,233,m
,"Bilal ""The Chef"" Hajji",493,m
,"Bilal ""The Chef"" Hajji",497,m
,Adam Young,2028,m
,Sandy Vee,1010,m
,Sandy Vee,1012,m
,Sandy Vee,957,m
,Esther Dean,1010,f
,Esther Dean,525,f
,Esther Dean,681,f
,Esther Dean,682,f
,Esther Dean,1018,f
,Esther Dean,1453,f
,Uncle Kracker,2038,m
,Michael Bradford,2038,m
,Debbie Gibson,2040,f
,Debbie Gibson,2041,f
,Debbie Gibson,2042,f
,Debbie Gibson,2043,f
,Ashanti,2044,f
,Ashanti,2045,f
,Ashanti,2046,f
,Bunny DeBarge,2044,f
,Bunny DeBarge,457,f
,Bunny DeBarge,1123,f
,Bunny DeBarge,459,f
,Mark DeBarge,2044,m
,Mark DeBarge,1123,m
,Jewel,2053,f
,Steve Poltz,2053,m
,Kenny Loggins,588,m
,Polow da Don,1822,pm
,Polow da Don,1395,pm
,Brian Kennedy,1822,m
,Oliver Leiber,2059,m
,Oliver Leiber,2060,m
,Paul McCartney,143,m
,Paul McCartney,1941,m
,Paul McCartney,2063,m
,Paul McCartney,1943,m
,Mike Dean,143,m
,Mike Dean,121,m
,Ty Dolla $ign,143,m
,Ty Dolla $ign,1870,m
,David Longstreth,143,m
,Elon Rutberg,143,m
,KIRBY,143,f
,Noah Goldstein,143,m
,Gary Cooper,2073,m
,Gary Cooper,800,m
,Bootsy Collins,2073,m
,Bootsy Collins,800,m
,Eugene Hanes,2073,m
,George Clinton,2073,m
,Loren Hill,2073,m
,Marc Valentine,2073,m
,Keith Sweat,2081,m
,Keith Sweat,2082,m
,Keith Sweat,2083,m
,Keith Sweat,2084,m
,Roy Murray,2081,m
,Narada Michael Walden,2086,m
,Narada Michael Walden,118,m
,Narada Michael Walden,2088,m
,Narada Michael Walden,633,m
,Narada Michael Walden,2090,m
,Narada Michael Walden,2091,m
,Jeffrey E. Cohen,2086,m
,Jay Gruska,2093,m
,Paul Gordon,2093,m
,Julie Gold,2095,f
,Shania Twain,81,f
,Shania Twain,88,f
,Matt Dike,2098,m
,Matt Dike,2099,m
,Michael Ross,2098,m
,Michael Ross,2099,m
,Young M.C.,2098,m
,Young M.C.,2099,m
,PSY,2104,m
,PSY,2105,m
,Yoo Gun-hyung,2104,m
,Yoo Gun-hyung,2105,m
,Pic,2108,m
,Blunt,2108,m
,Tracy Carter,2108,pm
,Stevie Wonder,2111,m
,Stevie Wonder,2112,m
,Stevie Wonder,2113,m
,Stevie Wonder,2114,m
,Coolio,2111,m
,Doug Rasheed,2111,m
,L.V.,2111,m
,Steve Kipner,2118,m
,Steve Kipner,2119,m
,Steve Kipner,2120,m
,Steve Kipner,536,m
,Steve Kipner,2122,m
,Steve Kipner,2123,m
,David Frank,2118,m
,David Frank,2120,m
,David Frank,2122,m
,Pam Sheyne,2118,f
,Pam Sheyne,2120,f
,Hoagy Carmichael,2129,m
,Stuart Gorrell,2129,m
,Lenky,102,m
,Lenky,2132,m
,Brenda Russell,2133,f
,Brenda Russell,613,f
,Brenda Russell,2135,f
,Montell Jordan,2136,m
,Montell Jordan,2137,m
,Montell Jordan,2138,m
,Montell Jordan,2139,m
,Montell Jordan,2140,m
,LeVar A. Wilson,2136,m
,"Brian ""Lilz"" Palmer",2136,pm
,Darren Benbow,2136,m
,Jörg Evers,2136,m
,Jurgen Korduletsch,2136,m
,Sergio Moore,2136,pm
,D-Roc,1713,m
,Kaine,1713,m
,Big Sam,1713,pm
,Guy-Manuel de Homem-Christo,1274,m
,Guy-Manuel de Homem-Christo,1739,m
,Guy-Manuel de Homem-Christo,1741,m
,Guy-Manuel de Homem-Christo,152,m
